Name,Email,Location,Zip Code,Age,Gender,Language,Loyalty Program Member,Product Name,Purchase History,Avg Order Value,Cart Abandoned,Payment Method,Page Views,Time Spent (min),Clickstream Data,Search Query,Bounce Rate,Newsletter Opened,Product Rating,Support Queries,Survey Response,Social Media Share,Device Type,Browser Type,Operating System,IP Address,Referral Source,Promotional Elasticity,Loyalty Effect on Purchase,Engagement Score,Cost per Acquisition (CPA),Cost per Channel,Total Revenue,Gross Profit,Net Profit,COGS,Operating Expenses,Profit Margin (%),Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Churned,Customer ID,Transaction Date,Previous Category,Total Completed Purchase Value,Total Orders in Time Slot,Total Floated Coupon,Reactivated Customers (Per Campaign),Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Purchase Stage,Product Page Visits,Add to Cart Count,Checkout Initiated,Payments Attempted,Payments Successful,Return Requests,Out of Stock Occurrences,Defective Complaints,Last Purchase Date,Subscription Cancelled,Churn Reason,Discount Applied,Product Price,Quantity Sold,Chargebacks,Number of Chargebacks,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Impact of Support Quality on Repeat Purchases,Total Units,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_ID,Store_Location_City,Store_Location_Country,POS_Transaction_ID,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Transaction Amount,Checkout Abandoned,Payment Failure,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Impressions,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag,Channel
User55,user55822@yahoo.com,Sydney,89891,49,Male,Hindi,1,Sour Patch,Sour Patch (3 times),17.16,0.0,UPI,16,00:07:40,Home > Candy > Sour Patch,Sour Patch,0.0,False,5.0,Product Complaint,Negative,True,Desktop,Edge,iOS,41.45.213.138,Direct,0.2,20.592,0.451176470588235,2.0,1.0,45.1176470588235,13.535294117647,-36.4647058823529,31.5823529411764,100.0,-80.8213820078226,49.6294117647058,2.21642764015645,50.0,9.0235294117647,0,7871,2022-11-01,Stride,17.16,8,3,1,273.3733762515911,277.8347768446133,21.72835146193237,Low,2022-10-13,6,4,3,9,243,201,182,155,152,5,2,0,2024-05-10,1,Service,10,463.0,7.0,0,0,0,00:05:00,00:02:00,00:05:00,6.0,10.0,00:01:00,00:00:00,00:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User56,user56100@mondelez.com,London,21402,32,Female,Hindi,0,Clorets,Clorets (3 times),52.84,0.0,UPI,28,00:09:16,Home > Candy > Clorets,Clorets,0.0,True,5.0,Delayed Order,Positive,False,Mobile,Chrome,iOS,34.158.200.33,Facebook,0.2,52.84,0.319655172413793,2.0,1.0,31.9655172413793,9.58965517241379,-40.4103448275862,22.3758620689655,100.0,-126.418554476806,35.1620689655172,3.12837108953613,50.0,6.39310344827586,0,3972,2021-05-01,Bournville,52.84,1,0,0,315.5654042764496,884.0809681702406,14.84503294141089,Medium,2021-04-17,4,1,9,3,361,323,289,281,274,8,0,0,2024-06-26,1,Service,20,332.0,16.0,0,0,0,00:03:00,00:02:00,00:05:00,7.0,10.0,00:07:00,00:01:00,00:08:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User57,user57438@outlook.com,Sydney,30302,55,Male,French,0,Bournville,Bournville (6 times),77.13,0.0,Cash on Delivery,31,00:13:16,Home > Chocolate > Bournville,Bournville,1.0,True,4.0,Payment Issue,Neutral,False,Tablet,Firefox,MacOS,15.222.165.141,Instagram,0.8,77.13,0.415,8.0,4.0,41.5,12.45,-37.55,29.05,100.0,-90.4819277108433,45.65,2.40963855421686,50.0,8.3,1,4922,2023-06-01,Clorets,77.13,9,0,1,289.1586762381974,968.7723973275564,72.03655160699894,Medium,2023-05-05,5,7,9,3,401,363,352,342,340,9,1,2,2025-01-31,1,Other,15,120.0,1.0,0,0,0,00:04:00,00:02:00,00:05:00,6.0,10.0,00:02:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User58,user58218@outlook.com,Sydney,95739,49,Other,French,0,Dairy Milk,Dairy Milk (9 times),20.22,1.0,PayPal,23,00:16:52,Home > Chocolate > Dairy Milk,Dairy Milk,0.0,False,4.0,Payment Issue,Neutral,True,Mobile,Safari,Windows,94.164.120.56,Google,0.8,20.22,0.703333333333333,8.0,4.0,70.3333333333333,21.1,-28.9,49.2333333333333,100.0,-41.0900473933649,77.3666666666666,1.42180094786729,50.0,14.0666666666666,1,5997,2021-06-01,TUC,20.22,3,2,2,177.0821947869025,594.0594028043895,34.73323594623972,Medium,2021-05-28,8,3,3,7,469,414,380,365,356,3,1,2,2024-08-16,1,Price,5,453.0,13.0,0,0,0,00:04:00,00:01:00,00:01:00,5.0,10.0,00:04:00,00:01:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User59,user59181@gmail.com,Mumbai,39753,51,Other,Hindi,0,TUC,TUC (5 times),9.37,0.0,PayPal,24,00:07:46,Home > Biscuits > TUC,Snacks,1.0,True,1.0,Payment Issue,Positive,True,Tablet,Edge,MacOS,134.248.25.48,Instagram,0.8,9.37,0.3112,8.0,4.0,31.12,9.336,-40.664,21.784,100.0,-130.668380462724,34.232,3.21336760925449,50.0,6.224,1,8032,2021-04-01, Star,9.37,3,0,0,339.648398806406,330.5128251723806,96.8548240448184,Low,2021-03-09,4,1,3,9,470,422,380,375,370,6,0,1,2024-11-30,0,Quality,20,99.0,1.0,0,0,0,00:04:00,00:02:00,00:01:00,8.0,10.0,00:01:00,00:00:00,00:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User60,user60225@mondelez.com,Sydney,46022,58,Other,Hindi,0,Sour Patch,Sour Patch (1 times),21.86,1.0,PayPal,39,00:14:45,Home > Candy > Sour Patch,Sour Patch,1.0,True,2.0,Payment Issue,Negative,True,Mobile,Chrome,MacOS,121.58.83.223,Instagram,0.8,21.86,0.36875,8.0,4.0,36.875,11.0625,-38.9375,25.8125,100.0,-105.593220338983,40.5625,2.71186440677966,50.0,7.375,0,1992,2023-05-01,Halls,21.86,5,1,0,279.2615164041215,889.1437905487744,64.49489533770989,Low,2023-04-02,4,4,6,7,414,335,290,262,262,5,1,1,2024-08-02,1,Price,10,144.0,11.0,0,0,0,00:05:00,00:02:00,00:01:00,8.0,10.0,00:04:00,00:01:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User61,user61340@outlook.com,Mumbai,87183,52,Other,Spanish,1,Tang,Tang (10 times),25.74,0.0,Cash on Delivery,1,00:07:29,Home > Beverages > Tang,Tang,0.0,True,3.0,Payment Issue,Positive,False,Tablet,Edge,iOS,81.232.216.58,Facebook,0.8,30.888,3.745,8.0,4.0,374.5,112.35,62.35,262.15,100.0,16.648865153538,411.95,0.267022696929238,50.0,74.9,0,9112,2022-11-01,Stride,25.74,1,1,2,154.6456976495377,989.3556093054522,68.06458283876388,Medium,2022-10-26,7,9,1,7,451,430,390,363,357,1,1,1,2024-10-11,0,No Need,5,328.0,6.0,0,0,0,00:04:00,00:01:00,00:04:00,10.0,10.0,00:06:00,00:00:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User62,user62291@mondelez.com,Toronto,30956,53,Female,Spanish,1,Sour Patch,Sour Patch (3 times),63.37,1.0,PayPal,50,00:04:35,Home > Candy > Sour Patch,Sour Patch,0.0,True,5.0,Delayed Order,Neutral,True,Desktop,Edge,iOS,104.238.145.16,Google,0.8,76.044,0.0901960784313725,8.0,4.0,9.01960784313725,2.70588235294117,-47.2941176470588,6.31372549019607,100.0,-524.347826086956,9.92156862745097,11.0869565217391,50.0,1.80392156862745,0,6287,2021-06-01,Oreo,63.37,3,0,0,452.9201685438435,767.6915335724595,27.7140605431,Medium,2021-05-10,6,6,5,2,389,369,346,327,320,9,0,2,2025-01-14,0,Price,10,446.0,3.0,0,0,0,00:05:00,00:01:00,00:02:00,6.0,10.0,00:02:00,00:01:00,00:05:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User63,user63680@gmail.com,NewYork,89261,25,Female,French,1,Clorets,Clorets (10 times),67.53,1.0,Cash on Delivery,6,00:10:26,Home > Candy > Clorets,Clorets,0.0,True,4.0,Payment Issue,Negative,False,Mobile,Safari,Android,18.216.120.97,Instagram,0.8,81.036,1.49285714285714,8.0,4.0,149.285714285714,44.7857142857142,-5.21428571428571,104.5,100.0,-3.49282296650717,164.214285714285,0.669856459330143,50.0,29.8571428571428,0,3240,2023-08-01,TUC,67.53,4,2,1,477.5206072711809,400.334026203772,21.59945979495848,High,2023-07-21,1,6,9,1,495,429,419,404,397,7,0,2,2024-10-11,0,Service,10,386.0,12.0,0,0,0,00:05:00,00:01:00,00:01:00,7.0,10.0,00:02:00,00:00:00,00:03:00,Yes,Inventory issues,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User64,user64522@yahoo.com,NewYork,89473,57,Other,Spanish,0,Stride,Stride (1 times),50.2,1.0,UPI,1,00:01:49,Home > Gum > Stride,Snacks,1.0,False,4.0,Delayed Order,Neutral,True,Mobile,Firefox,MacOS,235.223.151.47,Facebook,0.8,50.2,0.915,8.0,4.0,91.5,27.45,-22.55,64.05,100.0,-24.6448087431694,100.65,1.09289617486338,50.0,18.3,0,2476,2022-06-01,Oreo,50.2,2,0,2,74.91769487679898,312.4182638552493,57.28676483047018,Low,2022-05-28,9,7,9,2,412,324,299,270,268,6,2,2,2024-12-05,1,No Need,10,181.0,5.0,0,0,0,00:03:00,00:01:00,00:05:00,5.0,10.0,00:01:00,00:00:00,00:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User65,user65204@outlook.com,London,99262,47,Male,English,0,Halls,Halls (8 times),79.7,1.0,PayPal,28,00:15:33,Home > Candy > Halls,Snacks,0.0,False,5.0,Delayed Order,Negative,True,Desktop,Firefox,iOS,48.194.33.217,Facebook,0.2,79.7,0.536206896551724,2.0,1.0,53.6206896551724,16.0862068965517,-33.9137931034482,37.5344827586206,100.0,-63.2475884244373,58.9827586206896,1.86495176848874,50.0,10.7241379310344,0,7426,2022-03-01,Oreo,79.7,6,3,1,330.056940560276,240.9571296726036,93.3004991090348,High,2022-02-03,5,1,8,6,407,368,356,333,324,6,2,1,2024-11-23,0,Price,5,447.0,9.0,0,0,0,00:01:00,00:02:00,00:05:00,0.0,10.0,00:02:00,00:00:00,00:02:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User66,user66737@yahoo.com,Mumbai,37770,58,Male,Hindi,0,Halls,Halls (8 times),68.91,0.0,UPI,14,00:19:18,Home > Candy > Halls,Snacks,1.0,True,1.0,Product Complaint,Negative,False,Desktop,Edge,Android,92.158.234.228,Instagram,0.2,68.91,1.28666666666666,2.0,1.0,128.666666666666,38.6,-11.4,90.0666666666666,100.0,-8.86010362694301,141.533333333333,0.77720207253886,50.0,25.7333333333333,0,1389,2023-08-01,Tang,68.91,4,3,2,236.770560610338,311.4451409545871,15.01706030572064,Medium,2023-07-24,2,5,6,8,436,406,362,340,340,7,0,2,2024-06-12,0,No Need,20,325.0,12.0,0,0,0,00:05:00,00:01:00,00:05:00,0.0,10.0,00:05:00,00:03:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User67,user67659@mondelez.com,Sydney,88344,57,Male,English,1,Schweppes,Schweppes (7 times),83.35,1.0,PayPal,19,00:18:25,Home > Beverages > Schweppes,Schweppes,0.0,True,4.0,Delayed Order,Neutral,False,Tablet,Safari,Android,20.196.146.174,Google,0.2,100.02,0.9215,2.0,1.0,92.15,27.645,-22.355,64.505,100.0,-24.259359739555,101.365,1.0851871947911,50.0,18.43,1,1999,2021-09-01,Stride,83.35,1,3,2,286.6794396312309,304.6147955468045,55.73545412939157,Medium,2021-08-23,5,4,9,8,252,231,216,195,187,0,3,0,2024-08-10,0,Quality,0,429.0,10.0,0,0,0,00:02:00,00:02:00,00:05:00,5.0,10.0,00:02:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User68,user68822@outlook.com,London,67510,24,Male,French,0,Trident,Trident (9 times),53.81,1.0,UPI,2,00:12:40,Home > Gum > Trident,Trident,1.0,False,4.0,Product Complaint,Positive,False,Mobile,Edge,MacOS,254.88.69.212,Instagram,0.2,53.81,4.22666666666666,2.0,1.0,422.666666666666,126.799999999999,76.7999999999999,295.866666666666,100.0,18.1703470031545,464.933333333333,0.236593059936908,50.0,84.5333333333333,0,2855,2021-10-01,Stride,53.81,3,3,2,218.2233765987404,970.67698079386,27.88396298284245,Medium,2021-09-05,8,4,3,6,479,393,359,336,331,0,1,2,2024-08-28,0,Price,20,62.0,19.0,0,0,0,00:04:00,00:02:00,00:03:00,1.0,10.0,00:04:00,00:01:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User69,user69547@gmail.com,Sydney,48272,56,Female,French,1,BelVita,BelVita (9 times),56.55,0.0,Credit Card,42,00:09:50,Home > Biscuits > BelVita,BelVita,1.0,False,5.0,Payment Issue,Negative,False,Mobile,Firefox,iOS,71.204.239.78,Facebook,0.8,67.86,0.228837209302325,8.0,4.0,22.8837209302325,6.86511627906976,-43.1348837209302,16.0186046511627,100.0,-188.495934959349,25.1720930232558,4.36991869918699,50.0,4.57674418604651,1,9125,2022-08-01,Schweppes,56.55,7,0,1,263.4613176145782,678.9145558404213,80.37856771381708,High,2022-07-09,6,7,9,2,416,385,363,338,330,7,2,2,2025-01-18,1,Service,5,52.0,5.0,0,0,0,00:02:00,00:01:00,00:04:00,7.0,10.0,00:04:00,00:01:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User70,user70629@mondelez.com,London,52484,55,Male,Chinese,1,Schweppes,Schweppes (1 times),79.07,0.0,Cash on Delivery,38,00:12:50,Home > Beverages > Schweppes,Schweppes,0.0,False,2.0,Delayed Order,Positive,True,Desktop,Edge,Windows,45.202.77.171,EmailCampaign,0.2,94.884,0.329230769230769,2.0,1.0,32.9230769230769,9.87692307692307,-40.1230769230769,23.0461538461538,100.0,-121.869158878504,36.2153846153846,3.03738317757009,50.0,6.58461538461538,0,9850,2021-06-01,Tang,79.07,3,4,2,195.5452702143435,250.2779235352585,71.375387525537,Low,2021-05-08,8,2,8,9,451,412,369,351,345,3,1,2,2024-12-24,0,No Need,0,273.0,5.0,0,0,0,00:04:00,00:01:00,00:02:00,0.0,10.0,00:07:00,00:00:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User71,user71265@outlook.com,Toronto,86426,55,Female,French,0,BelVita,BelVita (4 times),80.63,1.0,PayPal,12,00:01:19,Home > Biscuits > BelVita,Snacks,1.0,False,3.0,Payment Issue,Neutral,False,Mobile,Safari,Windows,97.36.208.57,Facebook,0.2,80.63,0.101538461538461,2.0,1.0,10.1538461538461,3.04615384615384,-46.9538461538461,7.1076923076923,100.0,-462.424242424242,11.1692307692307,9.84848484848485,50.0,2.03076923076923,0,3763,2021-03-01,Dentyne,80.63,6,4,0,102.9214750531101,539.2371334603306,18.74858512939869,Low,2021-02-03,5,5,1,4,387,363,346,324,324,4,4,2,2024-08-03,0,Other,0,224.0,9.0,0,0,0,00:03:00,00:02:00,00:02:00,1.0,10.0,00:04:00,00:01:00,00:05:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User72,user72247@gmail.com,Toronto,92058,30,Other,Chinese,0,Halls,Halls (10 times),94.8,1.0,Cash on Delivery,48,00:04:24,Home > Candy > Halls,Halls,0.0,False,4.0,Delayed Order,Negative,True,Desktop,Safari,iOS,134.246.227.202,Instagram,0.8,94.8,0.0897959183673469,8.0,4.0,8.97959183673469,2.6938775510204,-47.3061224489795,6.28571428571428,100.0,-526.818181818182,9.87755102040816,11.1363636363636,50.0,1.79591836734693,1,4663,2021-11-01, Star,94.8,6,3,1,185.9146864809561,266.1722346458981,65.47034856616385,High,2021-10-30,4,7,9,5,240,184,154,131,131,7,0,2,2025-01-23,0,No Need,0,436.0,17.0,0,0,0,00:05:00,00:02:00,00:01:00,7.0,10.0,00:07:00,00:01:00,00:07:00,Yes,Inventory issues,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User73,user73556@mondelez.com,NewYork,89251,64,Other,Chinese,1,Dentyne,Dentyne (4 times),34.47,1.0,UPI,47,00:01:08,Home > Gum > Dentyne,Snacks,0.0,False,2.0,Product Complaint,Neutral,False,Desktop,Firefox,Windows,159.225.205.166,Direct,0.8,41.364,0.0239583333333333,8.0,4.0,2.39583333333333,0.718749999999999,-49.28125,1.67708333333333,100.0,-2056.95652173913,2.63541666666666,41.7391304347826,50.0,0.479166666666666,1,5986,2022-05-01,Tang,34.47,1,2,2,351.6495186496071,645.4151210232978,98.52401297015228,Low,2022-04-11,3,3,8,1,356,299,256,237,232,4,3,0,2025-01-16,0,Other,15,434.0,10.0,0,0,0,00:01:00,00:01:00,00:03:00,5.0,10.0,00:04:00,00:00:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User74,user74932@yahoo.com,London,39171,38,Other,French,0,Oreo,Oreo (1 times),18.66,1.0,PayPal,6,00:16:30,Home > Biscuits > Oreo,Oreo,0.0,True,3.0,Delayed Order,Neutral,False,Desktop,Chrome,iOS,70.175.104.53,Direct,0.8,18.66,2.35857142857142,8.0,4.0,235.857142857142,70.7571428571428,20.7571428571428,165.1,100.0,8.80072683222289,259.442857142857,0.423985463355542,50.0,47.1714285714285,0,2481,2023-08-01, Star,18.66,2,2,2,72.67168513939276,407.2655837774973,57.5325213445232,High,2023-07-29,2,2,8,9,214,186,173,154,150,9,4,0,2024-10-18,1,Service,5,139.0,1.0,0,0,0,00:05:00,00:01:00,00:02:00,9.0,10.0,00:05:00,00:02:00,00:07:00,Yes,High demand,Yes,Yes,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User75,user75177@outlook.com,Toronto,30149,38,Male,Hindi,0,Sour Patch,Sour Patch (9 times),78.12,1.0,UPI,6,00:09:45,Home > Candy > Sour Patch,Sour Patch,1.0,False,2.0,Delayed Order,Neutral,True,Mobile,Firefox,MacOS,36.106.71.141,Instagram,0.8,78.12,1.39285714285714,8.0,4.0,139.285714285714,41.7857142857142,-8.21428571428571,97.5,100.0,-5.89743589743589,153.214285714285,0.717948717948718,50.0,27.8571428571428,0,8256,2021-04-01,Mirinda,78.12,6,0,1,222.2295737602593,276.0334039599302,35.69039907457584,High,2021-03-26,9,1,6,1,264,192,158,150,142,3,4,2,2025-01-09,0,Quality,15,457.0,16.0,0,0,0,00:04:00,00:01:00,00:04:00,1.0,10.0,00:07:00,00:00:00,00:10:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
