Name,Email,Location,Zip Code,Age,Gender,Language,Loyalty Program Member,Product Name,Purchase History,Avg Order Value,Cart Abandoned,Payment Method,Page Views,Time Spent (min),Clickstream Data,Search Query,Bounce Rate,Newsletter Opened,Product Rating,Support Queries,Survey Response,Social Media Share,Device Type,Browser Type,Operating System,IP Address,Referral Source,Promotional Elasticity,Loyalty Effect on Purchase,Engagement Score,Cost per Acquisition (CPA),Cost per Channel,Total Revenue,Gross Profit,Net Profit,COGS,Operating Expenses,Profit Margin (%),Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Churned,Customer ID,Transaction Date,Previous Category,Total Completed Purchase Value,Total Orders in Time Slot,Total Floated Coupon,Reactivated Customers (Per Campaign),Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Purchase Stage,Product Page Visits,Add to Cart Count,Checkout Initiated,Payments Attempted,Payments Successful,Return Requests,Out of Stock Occurrences,Defective Complaints,Last Purchase Date,Subscription Cancelled,Churn Reason,Discount Applied,Product Price,Quantity Sold,Chargebacks,Number of Chargebacks,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Impact of Support Quality on Repeat Purchases,Total Units,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_ID,Store_Location_City,Store_Location_Country,POS_Transaction_ID,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Transaction Amount,Checkout Abandoned,Payment Failure,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Impressions,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag,Channel,Cluster
User11,user11259@gmail.com,London,16291,55,Other,Chinese,1,Clorets,Clorets (4 times),18.8,0,Cash on Delivery,38,5.683333333,Home > Candy > Clorets,Clorets,1,TRUE,4,Delayed Order,Negative,TRUE,Tablet,Edge,Windows,211.29.168.144,Google,0.8,22.56,0.145897436,8,4,14.58974359,4.376923077,-45.62307692,10.21282051,100,-312.7065026,16.04871795,6.854130053,50,2.917948718,1,5199,11/1/2023,Dairy Milk,18.8,3,0,2,99.13301914,245.9169299,87.99075435,Low,10/30/2023,4,7,8,9,299,214,182,160,151,0,0,0,7/31/2024,0,No Need,5,270,2,0,0,0,0:05:00,0:02:00,0:04:00,1,10,0:07:00,0:01:00,0:10:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User12,user12689@mondelez.com,Toronto,46002,33,Female,Spanish,1,Dairy Milk,Dairy Milk (6 times),62.27,1,UPI,50,19.25,Home > Chocolate > Dairy Milk,Dairy Milk,0,FALSE,4,Payment Issue,Positive,TRUE,Tablet,Safari,iOS,122.197.253.253,Facebook,0.8,74.724,0.37745098,8,4,37.74509804,11.32352941,-38.67647059,26.42156863,100,-102.4675325,41.51960784,2.649350649,50,7.549019608,0,4854,7/1/2022,Mirinda,62.27,1,0,1,275.2304425,387.7359648,68.09793475,High,6/22/2022,7,7,4,8,351,294,283,271,266,1,4,2,1/9/2025,1,Price,20,102,9,0,0,0,0:03:00,0:01:00,0:05:00,10,10,0:03:00,0:00:00,0:05:00,No,Shipping carrier issue,No,Yes,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User13,user13456@outlook.com,NewYork,79663,56,Male,Spanish,0,Oreo,Oreo (7 times),21.75,0,PayPal,41,16.76666667,Home > Biscuits > Oreo,Snacks,0,TRUE,3,Delayed Order,Positive,FALSE,Tablet,Edge,Android,11.250.11.165,Direct,0.8,21.75,0.399285714,8,4,39.92857143,11.97857143,-38.02142857,27.95,100,-95.2236136,43.92142857,2.504472272,50,7.985714286,0,8263,8/1/2022,Trident,21.75,8,4,0,357.0099626,800.0921578,26.73023137,Low,7/9/2022,5,4,1,9,330,260,230,204,199,0,2,0,5/8/2024,0,Other,20,470,17,0,0,0,0:02:00,0:01:00,0:02:00,4,10,0:03:00,0:03:00,0:04:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User14,user14841@yahoo.com,Toronto,28538,49,Other,French,1,Schweppes,Schweppes (10 times),29.46,1,Credit Card,50,10.21666667,Home > Beverages > Schweppes,Schweppes,0,FALSE,1,Product Complaint,Positive,TRUE,Desktop,Chrome,Windows,251.102.250.156,Instagram,0.8,35.352,0.200392157,8,4,20.03921569,6.011764706,-43.98823529,14.02745098,100,-219.5107632,22.04313725,4.990215264,50,4.007843137,0,2914,12/1/2023,BelVita,29.46,2,4,2,160.5474051,294.0570025,59.47415233,High,11/7/2023,1,5,4,4,349,267,256,227,227,8,4,2,1/25/2025,0,Quality,20,328,18,0,0,0,0:03:00,0:02:00,0:05:00,10,10,0:05:00,0:03:00,0:05:00,No,Shipping carrier issue,No,Yes,Insufficient funds,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User15,user15751@gmail.com,Sydney,69887,51,Other,English,0,Oreo,Oreo (7 times),7.45,0,PayPal,1,3.533333333,Home > Biscuits > Oreo,Snacks,0,TRUE,3,Delayed Order,Negative,FALSE,Mobile,Edge,iOS,165.159.108.21,EmailCampaign,0.8,7.45,1.77,8,4,177,53.1,3.1,123.9,100,1.751412429,194.7,0.564971751,50,35.4,1,8365,11/1/2023,Bournville,7.45,8,0,2,486.1005243,952.4018959,44.41461961,Low,10/16/2023,5,3,9,8,457,434,398,370,361,8,1,0,12/26/2024,0,Price,20,402,13,0,0,0,0:02:00,0:01:00,0:03:00,1,10,0:04:00,0:03:00,0:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User16,user16756@mondelez.com,NewYork,49977,63,Female,Hindi,1,BelVita,BelVita (5 times),62.19,0,PayPal,31,17.58333333,Home > Biscuits > BelVita,Snacks,1,FALSE,2,Delayed Order,Positive,FALSE,Desktop,Firefox,iOS,74.18.223.210,Google,0.2,74.628,0.5496875,2,1,54.96875,16.490625,-33.509375,38.478125,100,-60.96077317,60.465625,1.819215463,50,10.99375,1,4072,8/1/2023,TUC,62.19,1,0,2,207.059778,543.6296015,12.43352035,Medium,7/15/2023,4,5,1,5,493,473,455,432,431,6,0,2,6/12/2024,1,No Need,0,441,1,0,0,0,0:05:00,0:01:00,0:05:00,6,10,0:03:00,0:00:00,0:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User17,user17160@outlook.com,Sydney,33334,19,Other,French,0,Dairy Milk,Dairy Milk (4 times),13.97,1,UPI,49,6.6,Home > Chocolate > Dairy Milk,Dairy Milk,1,FALSE,3,Delayed Order,Neutral,FALSE,Desktop,Edge,iOS,83.18.235.22,Facebook,0.8,13.97,0.1322,8,4,13.22,3.966,-46.034,9.254,100,-348.214826,14.542,7.56429652,50,2.644,0,1406,12/1/2022,TUC,13.97,6,4,0,469.5600252,196.2280418,27.68525759,Medium,11/21/2022,1,5,3,4,391,364,354,345,340,9,1,0,10/21/2024,0,Quality,0,125,12,0,0,0,0:04:00,0:01:00,0:04:00,10,10,0:06:00,0:01:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User18,user18827@gmail.com,NewYork,95947,21,Male,Hindi,1,Stride,Stride (6 times),32.59,1,UPI,42,19.51666667,Home > Gum > Stride,Stride,0,TRUE,2,Product Complaint,Positive,FALSE,Tablet,Edge,Android,196.9.193.195,Instagram,0.2,39.108,0.454186047,2,1,45.41860465,13.6255814,-36.3744186,31.79302326,100,-80.08704557,49.96046512,2.201740911,50,9.08372093,0,1166,5/1/2022,Clorets,32.59,4,0,0,318.8099436,948.7550908,28.502034,Medium,4/9/2022,2,4,8,4,476,428,408,397,396,2,2,0,11/6/2024,1,Price,15,225,5,0,0,0,0:05:00,0:02:00,0:03:00,9,10,0:05:00,0:01:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User19,user19952@mondelez.com,Mumbai,24504,49,Other,Hindi,1,Sour Patch,Sour Patch (5 times),9.98,0,PayPal,34,7,Home > Candy > Sour Patch,Sour Patch,1,TRUE,4,Delayed Order,Positive,TRUE,Desktop,Firefox,MacOS,246.154.166.48,EmailCampaign,0.8,11.976,0.200285714,8,4,20.02857143,6.008571429,-43.99142857,14.02,100,-219.6433666,22.03142857,4.992867332,50,4.005714286,0,1508,7/1/2021,Trident,9.98,3,2,0,51.8357447,511.0104389,17.41028328,High,6/30/2021,9,6,3,2,360,286,274,249,247,4,1,2,10/13/2024,0,Quality,20,59,8,0,0,0,0:01:00,0:02:00,0:02:00,8,10,0:02:00,0:00:00,0:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User20,user20309@yahoo.com,London,11773,43,Female,Spanish,0,Mirinda,Mirinda (8 times),59.31,0,UPI,4,5.083333333,Home > Beverages > Mirinda,Snacks,0,TRUE,2,Delayed Order,Neutral,TRUE,Tablet,Firefox,Windows,223.149.124.13,Google,0.8,59.31,1.018,8,4,101.8,30.54,-19.46,71.26,100,-19.11591356,111.98,0.982318271,50,20.36,0,2661,1/1/2021,Bournville,59.31,1,1,1,190.0004621,601.2686732,50.79876386,High,12/11/2020,1,5,2,9,221,199,167,155,152,3,1,1,9/15/2024,1,Price,5,166,15,0,0,0,0:05:00,0:01:00,0:02:00,6,10,0:04:00,0:01:00,0:06:00,Yes,Weather,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User21,user21679@mondelez.com,Sydney,78864,44,Other,English,0,Dentyne,Dentyne (9 times),68.69,1,Credit Card,25,15.93333333,Home > Gum > Dentyne,Snacks,1,FALSE,3,Delayed Order,Neutral,FALSE,Tablet,Chrome,MacOS,237.4.177.250,Direct,0.8,68.69,0.613076923,8,4,61.30769231,18.39230769,-31.60769231,42.91538462,100,-51.55583438,67.43846154,1.631116688,50,12.26153846,0,4664,11/1/2023,Sour Patch,68.69,1,4,2,59.69689012,266.6752971,55.72315822,Medium,10/14/2023,4,8,1,9,452,401,366,357,353,6,1,1,7/4/2024,0,Price,15,329,3,0,0,0,0:02:00,0:02:00,0:04:00,4,10,0:06:00,0:00:00,0:09:00,Yes,High demand,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
